Matriz,Zona ,Lugar de Muestreo,Punto de Monitoreo,Barrido,Fecha,Hora,Altitud(msnm),latitud,longitud,Caudal (L/s),pH,Temperatura Ambiente (°C),Temperatura Muestra (°C),Oxígeno disueltomg O2/L,DQOmg O2/L,DBO5mg O2/L,Conductividad(25 °C)µs/cm,Fósforo Totalmg P/L,Nitrógeno Totalmg N/L,Nitrógeno Total Kjeldahlmg N/L,Nitratosmg NO3  N/L,Nitritosmg NO2  N/L,Grasas y Aceitesmg/L,Sólidos suspendidos Totales mg/L,Sólidos suspendidos volátiles mg/L,Sólidos Totalesmg/L,Turbidez NTU,Fenolesmg Fenol/L,Cromomg Cr /L,Cianuro mg CN/L,Mercuriomg Hg/L,Sulfurosmg S2/L ,Coliformes TotalesNMP/100 mL,Coliformes FecalesNMP/100 mL,ÍNDICE DE CALIDAD DE AGUA ICA,Tramo Acuerdo 39 de 2015,Longitud del tramo (Km)
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,12/01/2017 12:00:00 AM,2017-12-13T00:00:00,8:30am,658,"  7° 9'28.88""N"," 73° 7'45.38""W",6712.8,7.72,24.2,20.1,8.4,< 15,3.5,180.8,0.2,1.75,1.6,0.15,0.027,< 6.3,36,36.0,154,35.4,-,-,< 0.010,< 0.0005,-,35000,1300,0.74,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,12/01/2017 12:00:00 AM,2017-12-13T00:00:00,10:45am,617,"  7° 9'58.10""N"," 73° 8'35.70""W",6435.3,7.67,25.4,22,8.31,< 15,3.7,177.2,0.2,< 1.10,< 1.0,0.2,0.035,< 6.3,44.5,37.5,145,47.2,-,-,< 0.010,< 0.0005,-,92000,11000,0.67,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,12/01/2017 12:00:00 AM,2017-12-13T00:00:00,2:00pm,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.566,7.82,27.6,26.8,6.57,22.0,5.6,496,< 0.05,5.02,1.2,3.8,0.041,< 6.3,1144,222.0,1535,1342,-,-,-,-,-,350000,33000,0.51,QN-G-01,0.053
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,12/01/2017 12:00:00 AM,2017-12-13T00:00:00,3:50pm,997,"  6°59'26.21""N"," 73° 3'34.26""W",45.6,7.49,26.2,23.8,4.24,41.6,15.9,450,0.9,12,11.1,0.75,0.194,< 6.3,< 10.0,< 10.0,271,5.73,-,-,-,-,-,240000,240000,0.5,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,12/01/2017 12:00:00 AM,2017-12-13T00:00:00,3:20pm,987,"  6°59'27.90""N"," 73° 3'26.87""W",15.9,7.51,24.5,25.6,5.8,22.0,13.1,345,0.3,4.06,2.0,1.77,0.327,< 6.3,42,40.0,324,44.4,-,-,-,-,-,160000,35000,0.59,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,7:00am,1026,"  6°59'23.24""N"," 73° 2'26.97""W",1584,7.51,17.7,18.4,8.41,<15,"<2,0",188,"<0,05","<1,10","<1,0",0.29,0.006,"<6,3","<10,0","<10,0",74,5.32,-,-,-,-,-,9200,230,0.84,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,8:40am,911,"  6°58'5.63""N"," 73° 3'37.30""W",1769.9,7.14,19.1,21.6,8.26,< 15,3.1,201,0.1,1.59,1.2,0.33,0.032,"< 6,3","< 10,0","< 10,0",84,8.99,-,-,-,-,-,92000,24000,0.73,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06A,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,10:35am,868,"  6°58'17.31""N"," 73° 5'29.10""W",2924.1,7.35,25.2,21.7,5.94,59.0,16.6,559,1.6,8.1,5.3,2.74,0.105,< 6.3,46.5,22.0,218,34.7,-,-,-,-,-,1600000,170000,0.48,RO-P-06_RO-P-06A,4.053
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,12:10pm,733,"  7° 1'41.00""N"," 73° 9'54.08""W",3911.4,7.58,28.8,24.5,7.73,19.1,8.7,531,1.0,5.87,1.5,3.75,0.61,< 6.3,26.7,25.5,199,34.1,-,-,-,-,< 1.0,54000,13000,0.62,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,1:10pm,719,"  7° 2'55.60""N"," 73°10'4.04""W",3244.8,7.74,30.7,25.3,7.31,23.1,8.9,264,0.9,6.1,1.6,3.9,0.58,< 6.3,16,15.5,164,17.9,-,-,-,-,< 1.0,92000,7900,0.6,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,3:00pm,653,"  7° 5'52.72""N"," 73°10'20.48""W",6616.3,7.51,28.9,27.5,7.14,124.0,57.7,547,2.4,17,16.9,<0.1,0.067,11.4,48.7,22.0,300,55.6,-,-,-,-,< 1.0,9200000,3500000,0.5,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,4:05pm,653,"  7° 7'31.56""N"," 73° 9'39.31""W",12403.9,7.44,25.7,27.5,1.54,107.0,39.7,570,2.5,19.9,19.2,0.48,0.243,< 6.3,201,104.0,474,206,-,-,-,-,< 1.0,2400000,79000,0.31,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,01/01/2018 12:00:00 AM,2018-01-09T00:00:00,5:30pm.,615,"  7° 9'57.14""N"," 73° 8'38.93""W",9184.8,7.5,24.3,26.8,2.65,77.3,20.5,684,2.3,18.2,17.5,0.5,0.197,< 6.3,68,52.0,354,45.6,< 0.02,< 0.05,< 0.010,< 0.0005,< 1.0,920000,240000,0.41,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,8:10am,975,"  7° 4'4.58""N"," 73° 4'29.57""W",1025.2,7.61,19.7,18.6,8.35,17.1,2,87,0.1,< 1.10,< 1.0,0.69,0.011,< 6.3,< 10.0,< 10.0,79,8.42,-,-,-,-,-,16000,1700,0.8,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,12:10pm,786,"  7° 3'53.50""N"," 73° 7'10.95""W",945.9,7.69,27.6,21.7,7.97,19.7,6.7,144.3,0.3,3.7,2.5,1.02,0.16,< 6.3,24.7,24.3,168,30.3,-,-,-,-,< 1.0,920000,79000,0.74,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,4:20pm,764,"  7° 3'54.12""N"," 73° 7'31.19""W",1005.5,7.4,28.7,23.2,7.84,193.0,58.4,175.3,2.3,7.02,5.9,0.95,0.132,< 6.3,1956,486.0,1988,2168,-,-,-,-,-,160000,92000,0.41,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-02A,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,3:10pm,764,"  7° 3'33.17""N"," 73° 9'7.94""W",2887.6,7.56,32.3,24.6,7.32,175.0,71.7,1132,4.8,35.7,35.7,< 0.1,0.02,19.1,66,65.0,398,54.9,-,-,-,-,-,2400000,2400000,0.49,RF-F-02_RF-G-02A /  RF-G-02A_RF-G-01,6.219
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,2:00pm,701,"  7° 3'53.70""N"," 73° 9'54.01""W",3351.9,7.72,31.3,29.9,4.39,167.0,61.6,663,4.7,31.9,31.9,< 0.1,0.008,13.9,78,77.0,426,79.3,-,-,-,-,< 1.0,16000000,13000000,0.43,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,11:00am,779,"  7° 3'54.54""N"," 73° 7'10.46""W",425,7.65,25.3,23.1,7.73,30.1,13,314,0.5,3.71,2.2,1.37,0.165,< 6.3,67,46.0,232,60.3,-,-,-,-,-,92000,24000,0.55,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,10:00am,819," 7° 3'28.82""N"," 73° 6'18.48""W",299.9,7.7,25.1,23.1,7.7,18.7,7.2,245,0.7,6.09,4.4,1.2,0.525,< 6.3,< 10.0,< 10.0,152,6.35,-,-,-,-,-,54000,24000,0.65,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,9:20am,913,"  7° 5'5.92""N"," 73° 5'2.73""W",261,7.45,21.8,22.4,7.78,68.3,15.4,331,0.5,7.65,7.3,0.24,0.071,< 6.3,< 10.0,< 10.0,193,7.27,-,-,-,-,-,1600000,130000,0.57,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,7:10am,897,"  7° 3'25.31""N"," 73° 4'58.74""W",109.8,7.82,20.2,20.1,8.14,22.7,6.6,158.6,0.2,2.37,1.2,1.16,0.034,< 6.3,45.5,45.0,214,89.6,-,-,-,-,-,33000,23000,0.69,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,7:00am,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",13.2,7.68,20.2,20.4,7.97,< 15,8.5,282,0.4,4.55,1.5,2.25,0.837,< 6.3,< 10.0,< 10.0,198,23.3,-,-,-,-,-,49000,49000,0.66,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,8:30am,947,"  7° 6'18.14""N"," 73° 6'18.88""W",31,7.44,20.6,21.1,6.59,< 15,7.9,312,0.5,3.58,1.7,1.47,0.375,< 6.3,< 10.0,< 10.0,201,6.69,-,-,-,-,< 1.0,54000,54000,0.6,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,9:40am,846,"  7° 5'35.55""N"," 73° 7'9.84""W",22,7.78,23.1,23.2,3.05,169.0,73.3,402,2.8,26.6,26.5,0.13,0.018,16.4,31,< 10.0,258,33.1,-,-,-,-,-,9200000,3500000,0.41,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,10:40am,827," 7° 5'30.18""N"," 73° 7'18.08""W",6,7.3,26.8,22.9,6.12,197.0,81.1,174,3.1,10.6,9.8,0.7,0.112,25.8,46,25.0,226,48.9,-,-,-,-,-,79000,33000,0.5,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,12:00pm,743,"  7° 4'58.93""N"," 73° 9'8.89""W",130,7.44,28,25.6,6.08,74.8,48,277,0.8,11.5,10.2,0.9,0.41,10.6,17.5,< 10.0,178,28,< 0.02,< 0.05,-,-,< 1.0,3500000,790000,0.57,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,1:30pm,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.626,8.34,30,27.4,0.14,3796.0,2212,10800,8.0,738,738.0,0.21,< 0.005,33.2,78,32.0,6525,104,0.4,0.2,0.01,5.0E-4,-,5400000,1100000,0.37,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,01/01/2018 12:00:00 AM,2018-01-11T00:00:00,3:10pm,710,"  7° 4'45.36""N"," 73°10'11.15""W",227,7.69,29.8,27.6,6.51,114.0,62.1,443,0.6,21.1,20.3,0.44,0.34,< 6.3,32,13.0,283,56.4,< 0.02,< 0.05,-,-,< 1.0,2200000,330000,0.56,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,01/01/2018 12:00:00 AM,2018-01-10T00:00:00,7:00am,689,"  7° 5'47.94""N"," 73° 9'56.19""W",265,8.11,23.2,22.6,7.1,85.4,31.1,810,3.1,31.7,31.3,0.38,0.048,< 6.3,104,96.0,590,108,-,-,-,-,< 1.0,5400000,490000,0.49,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,01/01/2018 12:00:00 AM,2018-01-10T00:00:00,8:20am,673,"  7° 6'38.29""N"," 73° 9'39.13""W",17,7.85,24.3,22.7,5.26,50.6,24.8,848,5.4,35,33.6,0.29,1.14,< 6.3,66.5,60.0,432,70,-,-,-,-,< 1.0,350000,46000,0.46,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Argelia,QA-B-01,01/01/2018 12:00:00 AM,2018-01-10T00:00:00,9:14am,669,"  7° 7'52.72""N"," 73° 9'18.44""W",35,7.98,22.9,22.6,7.22,42.7,13.3,599,2.3,19.3,15.1,1.76,2.4,< 6.3,24,11.3,306,26.2,-,-,-,-,-,35000,4900,0.52,QA-B-01,0.266
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,01/01/2018 12:00:00 AM,2018-01-10T00:00:00,10:30am,650,"  7° 8'15.31""N"," 73° 9'11.20""W",110,8.04,26.1,23.7,6.56,174.0,38.8,783,3.4,30.2,28.5,0.91,0.78,13.1,33.5,< 10.0,444,31.1,-,-,-,-,< 1.0,9200000,130000,0.48,QLN-B-01,0.24
